,0,1,2,3,4,5,6,7,8,9
450,Rajasthali,0,0,1,0,0,0,0,1,Rangamati
451,Total,6,2,38,0,0,24,7,13,Rangamati
452,Badarganj,1,1,1,11,1,0,0,0,Rangpur
453,Gangachara,0,0,2,8,1,0,0,0,Rangpur
454,Kaunia,1,1,2,7,1,0,0,0,Rangpur
455,Mithapukur,6,1,2,14,1,0,0,0,Rangpur
456,Pirgachha,2,1,1,9,1,0,0,0,Rangpur
457,Pirganj,1,0,3,11,1,0,0,0,Rangpur
458,Rangpur Sadar,17,1,1,11,1,1,2,15,Rangpur
459,Taraganj,2,0,2,4,1,0,0,0,Rangpur
460,Total,30,5,14,75,8,1,2,15,Rangpur
461,Assasuni,1,0,1,9,1,0,0,0,Satkhira
462,Debhata,0,0,2,4,1,4,0,0,Satkhira
463,Kalaroa,3,0,3,7,1,3,0,0,Satkhira
464,Kaliganj,2,1,2,8,1,7,0,0,Satkhira
465,Satkhira Sadar,8,1,5,11,1,7,0,5,Satkhira
466,Shyamnagar,3,0,1,11,1,6,0,0,Satkhira
467,Tala,3,0,7,8,1,0,0,0,Satkhira
468,Total,20,2,21,58,7,27,0,5,Satkhira
469,Bhedarganj,0,0,2,7,1,0,3,4,Shariatpur
470,Damudya,0,1,1,8,1,0,0,0,Shariatpur
471,Gosairhat,0,1,1,8,1,0,0,0,Shariatpur
472,Naria,0,0,1,10,1,0,0,0,Shariatpur
473,Shariatpur Sadar,1,1,4,9,1,0,0,0,Shariatpur
474,Zanjira,1,0,1,9,1,0,0,0,Shariatpur
475,Total,2,3,10,51,6,0,3,4,Shariatpur
476,Jhenaigati,0,0,1,4,1,3,0,0,Sherpur
477,Nakla,0,0,2,7,1,0,0,0,Sherpur
478,Nalitabari,2,0,1,7,1,3,0,0,Sherpur
479,Sherpur Sadar,8,1,1,14,1,0,0,7,Sherpur
480,Sreebardi,0,0,1,8,1,1,0,0,Sherpur
481,Total,10,1,6,40,5,7,0,7,Sherpur
482,Belkuchi,1,0,1,4,1,0,0,0,Sirajganj
483,Chauhali,0,0,2,4,1,0,0,0,Sirajganj
484,Kamarkhanda,0,0,1,4,1,0,0,0,Sirajganj
485,Kazipur,0,1,2,14,2,0,0,0,Sirajganj
486,Royganj,3,0,2,9,1,0,0,0,Sirajganj
487,Shahjadpur,6,1,1,12,1,0,0,0,Sirajganj
488,Sirajganj Sadar,3,1,5,10,1,0,0,5,Sirajganj
489,Tarash,0,0,1,8,1,0,0,0,Sirajganj
490,Ullahpara,5,1,1,13,1,0,0,0,Sirajganj
491,Total,18,4,16,78,10,0,0,5,Sirajganj
492,Bishwamvarpur,1,0,1,5,1,3,0,0,Sunamganj
493,Chhatak,3,1,2,13,1,20,2,16,Sunamganj
494,Dakshin Sunamganj,1,0,1,8,0,0,0,0,Sunamganj
495,Derai,1,0,1,9,1,0,0,0,Sunamganj
496,Dharmapasha,1,0,2,10,1,3,0,0,Sunamganj
497,Doarabazar,1,0,1,9,1,5,0,1,Sunamganj
498,Jagannathpur,1,1,1,8,1,0,0,0,Sunamganj
499,Jamalganj,1,0,1,5,1,0,2,2,Sunamganj
500,Shalla,1,0,1,4,1,0,1,0,Sunamganj
501,Sunamganj Sadar,4,1,3,9,1,3,1,13,Sunamganj
502,Tahirpur,1,0,1,7,1,6,1,0,Sunamganj
503,Total,16,3,15,87,10,40,7,32,Sunamganj
504,Balaganj,3,1,2,5,2,0,0,0,Sylhet
505,Beanibazar,6,0,2,5,1,3,0,15,Sylhet
506,Bishwanath,5,0,1,4,1,0,0,0,Sylhet
507,Companiganj,4,0,1,1,1,3,0,0,Sylhet
508,Dakhin Surma,4,0,2,6,0,0,0,0,Sylhet
509,Fenchuganj,3,0,2,2,1,0,0,0,Sylhet
510,Golapganj,5,0,2,11,1,0,0,3,Sylhet
511,Gowainghat,2,0,2,5,1,5,0,0,Sylhet
512,Jaintiapur,4,0,1,3,1,3,0,0,Sylhet
513,Kanaighat,2,0,1,5,1,1,0,10,Sylhet
514,Sylhet City Corporation,15,2,7,0,2,1,1,5,Sylhet
515,Sylhet Sadar,8,0,4,6,0,1,0,5,Sylhet
516,Zakiganj,2,1,1,5,1,6,0,0,Sylhet
517,Total,63,4,28,58,13,23,1,38,Sylhet
518,Basail,4,0,1,6,1,0,0,0,Tangail
519,Bhuapur,4,0,2,6,1,0,1,0,Tangail
520,Delduar,0,0,1,8,1,0,0,0,Tangail
521,Dhanbari,2,0,1,6,1,0,7,0,Tangail
522,Ghatail,4,0,2,11,2,0,21,0,Tangail
523,Gopalpur,2,0,2,8,1,0,1,0,Tangail
524,Kalihati,6,0,4,12,1,0,0,0,Tangail
525,Madhupur,2,1,3,5,1,0,16,0,Tangail
526,Mirzapur,8,0,3,12,1,0,4,0,Tangail
527,Nagarpur,1,0,1,12,1,0,5,0,Tangail
528,Sakhipur,1,0,1,6,1,0,0,0,Tangail
529,Tangail Sadar,10,1,2,11,1,0,9,9,Tangail
530,Total,44,2,23,103,13,0,64,9,Tangail
531,Baliadangi,1,1,1,7,1,7,0,0,Thakurgaon
532,Haripur,0,0,1,6,1,7,0,0,Thakurgaon
533,Pirgonj,3,1,1,10,1,5,0,0,Thakurgaon
534,Ranisankail,2,0,1,5,1,3,0,0,Thakurgaon
535,Thakurgaon Sadar,7,1,2,19,2,1,0,0,Thakurgaon
536,Total,13,3,6,47,6,23,0,0,Thakurgaon
