,0,1,2,3,4,5,6,7,8,9
303,Total,1919062,1.5,0.2,0.3,0.1,0.6,0.2,0.1,Moulvibazar
304,Bhaluka,430320,1.2,0.2,0.2,0.1,0.5,0.2,0.1,Mymensingh
305,Dhubaura,196284,1.2,0.2,0.1,0.1,0.4,0.1,0.1,Mymensingh
306,Fulbaria,448467,1.4,0.2,0.2,0.1,0.5,0.2,0.1,Mymensingh
307,Gaffargaon,430746,1.5,0.2,0.3,0.1,0.5,0.2,0.1,Mymensingh
308,Gauripur,323057,1.4,0.2,0.2,0.1,0.5,0.2,0.1,Mymensingh
309,Haluaghat,290043,1.9,0.2,0.4,0.2,0.7,0.2,0.1,Mymensingh
310,Kishorgonj,376348,1.3,0.2,0.1,0.1,0.5,0.2,0.1,Mymensingh
311,Muktagacha,415473,1.1,0.2,0.1,0.1,0.4,0.2,0.1,Mymensingh
312,Mymensingh Sadar,775733,1.1,0.2,0.1,0.1,0.4,0.2,0.1,Mymensingh
313,Nandail,402727,1.5,0.2,0.1,0.1,0.6,0.2,0.1,Mymensingh
314,Phulpur,601766,1.5,0.2,0.1,0.1,0.6,0.2,0.1,Mymensingh
315,Trisal,419308,1.2,0.2,0.1,0.1,0.5,0.2,0.1,Mymensingh
316,Total,5110272,1.4,0.2,0.1,0.1,0.5,0.2,0.1,Mymensingh
317,Atrai,193256,1.2,0.2,0.2,0.1,0.5,0.2,0.1,Naogaon
318,Badalgachhi,201342,2,0.2,0.4,0.2,0.9,0.2,0.1,Naogaon
319,Dhamoirhat,184778,1.8,0.2,0.4,0.2,0.7,0.2,0.1,Naogaon
320,Manda,363858,1.5,0.2,0.3,0.2,0.6,0.2,0.1,Naogaon
321,Mahadebpur,292859,1.6,0.2,0.3,0.2,0.6,0.2,0.1,Naogaon
322,Naogaon sadar,405148,1.4,0.2,0.3,0.1,0.5,0.2,0.1,Naogaon
323,Niamatpur,248351,1.7,0.2,0.4,0.2,0.7,0.2,0.1,Naogaon
324,Patnitala,231900,1.6,0.2,0.4,0.1,0.6,0.2,0.1,Naogaon
325,Porsha,132095,1.7,0.2,0.4,0.2,0.6,0.2,0.1,Naogaon
326,Raninagar,184778,1.4,0.2,0.3,0.1,0.7,0.2,0.1,Naogaon
327,Sapahar,161792,2.1,0.2,0.6,0.2,0.8,0.2,0.1,Naogaon
328,Total,2600157,1.6,0.2,0.4,0.2,0.6,0.2,0.1,Naogaon
329,Kalia,220202,1.4,0.2,0.3,0.1,0.6,0.2,0.1,Narail
330,Lohagara,228594,1.7,0.2,0.3,0.2,0.7,0.2,0.1,Narail
331,Narail Sadar,272872,1.6,0.2,0.3,0.2,0.7,0.2,0.1,Narail
332,Total,721668,1.6,0.2,0.3,0.2,0.7,0.2,0.1,Narail
333,Araihazar,376550,1.2,0.2,0.2,0.1,0.5,0.1,0.1,Narayanganj
334,Bandar,312841,1.1,0.2,0.2,0.1,0.4,0.2,0.1,Narayanganj
335,Narayanganj Sadar,1323600,0.8,0.1,0.2,0.1,0.3,0.1,0.1,Narayanganj
336,Rupganj,534868,0.9,0.1,0.2,0.1,0.4,0.1,0.1,Narayanganj
337,Sonargaon,400358,1,0.2,0.2,0.1,0.3,0.1,0.1,Narayanganj
338,Total,2948217,0.9,0.1,0.2,0.1,0.3,0.1,0.1,Narayanganj
339,Belabo,190086,1.1,0.2,0.2,0.1,0.5,0.1,0.1,Narsingdi
340,Manohardi,275112,1.4,0.2,0.3,0.1,0.5,0.2,0.1,Narsingdi
341,Narsingdi Sadar,707525,1,0.2,0.2,0.1,0.4,0.1,0.1,Narsingdi
342,Palash,212612,1.1,0.2,0.2,0.1,0.4,0.1,0.1,Narsingdi
343,Roypura,535796,1.2,0.2,0.2,0.1,0.5,0.1,0.1,Narsingdi
344,Shibpur,303813,1.3,0.2,0.3,0.1,0.5,0.2,0.1,Narsingdi
345,Total,2224944,7.1,1.2,1.4,0.6,2.8,0.8,0.6,Narsingdi
346,Bagatipara,131004,1.9,0.2,0.3,0.2,0.9,0.3,0.1,Natore
347,Baraigram,279672,1.7,0.2,0.3,0.1,0.7,0.2,0.1,Natore
348,Gurudaspur,214788,1.6,0.2,0.3,0.1,0.7,0.2,0.1,Natore
349,Lalpur,274405,1.4,0.2,0.2,0.1,0.6,0.2,0.1,Natore
350,Natore Sadar,442422,1.5,0.2,0.4,0.1,0.6,0.2,0.1,Natore
351,Singra,364382,1.7,0.2,0.4,0.2,0.7,0.2,0.1,Natore
352,Total,1706673,1.6,0.2,0.3,0.1,0.7,0.2,0.1,Natore
353,Atpara,144624,1.3,0.3,0.2,0.2,0.4,0.2,0.1,Netrokona
354,Barhatta,180449,1.4,0.2,0.3,0.1,0.5,0.1,0.1,Netrokona
355,Durgapur,224873,1.8,0.2,0.4,0.2,0.7,0.2,0.1,Netrokona
356,Kalmakanda,271912,1.6,0.2,0.4,0.2,0.6,0.2,0.1,Netrokona
357,Kendua,304729,1.5,0.2,0.3,0.2,0.5,0.2,0.1,Netrokona
358,Khaliajuri,97450,1.9,0.3,0.5,0.2,0.7,0.1,0.1,Netrokona
359,Madan,154479,1.6,0.2,0.4,0.1,0.5,0.2,0.1,Netrokona
360,Mohanganj,167507,1.3,0.2,0.3,0.1,0.5,0.1,0.1,Netrokona
361,Netrokona Sadar,372785,1.3,0.2,0.2,0.1,0.5,0.1,0.1,Netrokona
362,Purbadhala,310834,1.4,0.2,0.3,0.2,0.5,0.2,0.1,Netrokona
363,Total,2229642,1.5,0.2,0.3,0.2,0.5,0.1,0.1,Netrokona
364,Dimla,283438,1.3,0.2,0.2,0.1,0.5,0.2,0.1,Nilphamari
365,Domar,249429,1.5,0.2,0.3,0.2,0.6,0.2,0.1,Nilphamari
366,Joldhaka,34672,1,0.2,0.1,0.1,0.1,0.1,0.1,Nilphamari
367,Kishorgonj,261069,1.6,0.2,0.3,0.1,1.1,0.2,0.1,Nilphamari
368,Nilphamary Sadar,435162,2,0.2,0.3,0.1,1.1,0.2,0.1,Nilphamari
369,Sayedpur,264461,1.4,0.2,0.2,0.1,0.5,0.2,0.1,Nilphamari
370,Total,1834231,1.5,0.2,0.2,0.1,0.7,0.2,0.1,Nilphamari
371,Begumganj,549308,1.4,0.2,0.2,0.1,0.4,0.1,0.1,Noakhali
372,Chatkhil,233253,1.5,0.2,0.2,0.1,0.6,0.2,0.1,Noakhali
373,Companiganj,250579,1.2,0.2,0.2,0.1,0.5,0.1,0.1,Noakhali
374,Hatiya,452463,1.6,0.3,0.4,0.1,0.6,0.1,0.1,Noakhali
375,Kabirhat,196944,1.8,0.2,0.4,0.1,0.8,0.2,0.1,Noakhali
376,Noakhali Sadar,525934,1.1,0.2,0.2,0.1,0.4,0.1,0.1,Noakhali
377,Senbagh,282894,1.3,0.2,0.1,0.1,0.5,0.2,0.1,Noakhali
378,Sonaimuri,327194,1.4,0.2,0.2,0.1,0.6,0.2,0.1,Noakhali
379,Subarnachar,289414,1.2,0.2,0.2,0.1,0.5,0.1,0.1,Noakhali
380,Total,3108083,1.4,0.2,0.2,0.1,0.6,0.1,0.1,Noakhali
381,Atgharia,,,0.2,0.2,0.1,0.5,0.2,0.1,Pabna
382,Bera,,,0.2,0.3,0.1,0.6,0.2,0.1,Pabna
383,Bhangura,,,0.2,0.3,0.1,0.6,0.2,0.1,Pabna
384,Chatmohar,,,0.2,0.3,0.1,0.6,0.2,0.1,Pabna
385,Faridpur,,,0.2,0.4,0.2,0.7,0.2,0.1,Pabna
386,Ishwardi,,,0.2,0.2,0.1,0.5,0.2,0.1,Pabna
387,Pabna Sadar,,,0.2,0.2,0.1,0.5,0.3,0.1,Pabna
388,Santhia,,,0.2,0.2,0.1,0.5,0.2,0.1,Pabna
389,Sujanagar,,,0.2,0.2,0.1,0.5,0.2,0.1,Pabna
390,Total,,,0.2,0.2,0.1,0.5,0.2,0.1,Pabna
391,Atwari,13650,1.4,0.2,0.2,0.2,0.6,0.22,0.1,Panchagor
392,Boda,232124,1.4,0.2,0.2,0.2,0.5,0.2,0.1,Panchagor
393,Debiganj,224709,1.3,0.2,0.2,0.2,0.5,0.2,0.1,Panchagor
394,Panchagarh Sadar,271707,2,0.2,0.3,0.2,0.9,0.2,0.1,Panchagor
395,Tentulia,125454,1.7,0.2,0.3,0.2,0.7,0.2,0.1,Panchagor
396,Total,867644,1.6,0.2,0.3,0.2,0.7,0.2,0.1,Panchagor
397,Bauphal,304284,1.5,0.2,0.3,0.1,0.6,0.2,0.1,Patuakhali
398,Dashmina,123388,1.2,0.2,0.2,0.1,0.5,0.1,0.1,Patuakhali
399,Dumki,70655,1.4,0.2,0.3,0.2,0.5,0.2,0.1,Patuakhali
400,Galachipa,361518,1.7,0.3,0.3,0.2,0.7,0.2,0.1,Patuakhali
401,Kalapara,237831,2,0.2,0.4,0.2,0.9,0.2,0.1,Patuakhali
402,Mirzaganj,121716,1.3,0.2,0.2,0.1,0.5,0.2,0.1,Patuakhali
403,Patuakhali Sadar,316462,1.7,0.2,0.3,0.2,0.7,0.2,0.1,Patuakhali
404,Total,1535854,1.6,0.2,0.3,0.2,0.7,0.2,0.1,Patuakhali
405,Bhandaria,148159,3,0.2,0.6,0.2,1.7,0.2,0.1,Pirojpur
406,Kawkhali,70130,1.8,0.3,0.3,0.2,0.7,0.2,0.1,Pirojpur
407,Mathbaria,262841,1.9,0.3,0.4,0.2,0.8,0.2,0.1,Pirojpur
408,Nazirpur,180408,1.7,0.3,0.3,0.1,0.7,0.2,0.1,Pirojpur
409,Nesarabad,211032,1.8,0.3,0.3,0.2,0.8,0.2,0.1,Pirojpur
410,Pirojpur Sadar,163470,2,0.2,0.4,0.2,0.8,0.2,0.1,Pirojpur
411,Zianagar,77217,2.1,0.2,0.6,0.2,0.8,0.2,0.1,Pirojpur
412,Total,1113257,2,0.3,0.4,0.2,0.9,0.2,0.1,Pirojpur
413,Baliakandi,207086,1.6,0.2,0.2,0.2,0.6,0.2,0.1,Rajbari
414,Goalanda,112732,2.4,0.2,0.6,0.2,0.9,0.3,0.1,Rajbari
415,Kalukhali,155044,1.5,0.2,0.3,0.1,0.6,0.2,0.1,Rajbari
416,Pangsha,243285,1.6,0.2,0.3,0.2,0.7,0.2,0.1,Rajbari
417,Rajbari Sadar,331631,1.5,0.2,0.3,0.1,0.6,0.2,0.1,Rajbari
418,Total,1049778,1.6,0.2,0.3,0.2,0.6,0.2,0.1,Rajbari
419,Bagha,184183,1.9,0.2,0.4,0.2,0.8,0.2,0.1,Rajshahi
420,Baghmara,354664,1.7,0.2,0.4,0.2,0.7,0.2,0.1,Rajshahi
421,Charghat,206788,1.6,0.2,0.3,0.2,0.7,0.2,0.1,Rajshahi
422,Durgapur,185845,1.5,0.2,0.3,0.1,0.7,0.2,0.1,Rajshahi
423,Godagari,330924,1.7,0.2,0.3,0.1,0.7,0.2,0.1,Rajshahi
424,Mohanpur,170021,1.6,0.2,0.3,0.1,0.7,0.2,0.1,Rajshahi
425,Paba,314196,1.5,0.2,0.3,0.1,0.6,0.2,0.1,Rajshahi
426,Puthia,207490,1.6,0.2,0.3,0.1,0.7,0.2,0.1,Rajshahi
427,Rajshahi City Corporation,449756,1.1,0.1,0.2,0.1,0.5,0.2,0.1,Rajshahi
428,Tanore,191330,1.7,0.2,0.3,0.2,0.8,0.2,0.1,Rajshahi
429,District Average,2595197,1.6,0.2,0.3,0.1,0.7,0.2,0.1,Rajshahi
430,Baghaichhari,96899,2,0.3,0.4,0.2,0.7,0.3,0.1,Rangamati
431,Barkal,47523,1.9,0.2,0.3,0.2,0.6,0.3,0.1,Rangamati
432,Belai Chhari,28525,2,0.4,0.4,0.3,0.6,0.3,0.1,Rangamati
433,Jurai Chhari,27786,1.8,0.2,0.3,0.2,0.6,0.4,0.1,Rangamati
434,Kaptai,59693,1.4,0.2,0.3,0.2,0.5,0.2,0.1,Rangamati
435,Kawkhali,59578,2.3,0.3,0.6,0.3,0.7,0.3,0.1,Rangamati
436,Langadu,81548,1.7,0.2,0.4,0.2,0.6,0.2,0.1,Rangamati
437,Naniarchar,43616,1.7,0.3,0.3,0.3,0.5,0.2,0.1,Rangamati
438,Rangamati Sadar,124728,1.4,0.2,0.3,0.1,0.5,0.2,0.1,Rangamati
439,Rajasthali,26083,2.2,0.2,0.5,0.3,0.8,0.3,0.1,Rangamati
440,Total,595979,1.8,0.3,0.4,0.2,0.6,0.3,0.1,Rangamati
441,Assasuni,268754,1.7,0.2,0.4,0.2,0.6,0.2,0.1,Satkhira
442,Debhata,125358,1.7,0.2,0.3,0.2,0.7,0.2,0.1,Satkhira
443,Kalaroa,237992,1.7,0.2,0.3,0.1,0.8,0.2,0.1,Satkhira
444,Kaliganj,274889,1.7,0.2,0.3,0.2,0.7,0.3,0.1,Satkhira
445,Satkhira Sadar,460892,1.5,0.2,0.2,0.1,0.7,0.2,0.1,Satkhira
446,Shyamnagar,318254,2,0.2,0.4,0.2,0.7,0.3,0.1,Satkhira
447,Tala,299820,1.8,0.2,0.3,0.2,0.8,0.2,0.1,Satkhira
448,Total,1985959,1.7,0.2,0.3,0.2,0.7,0.2,0.1,Satkhira
449,Bhedarganj,253234,1.3,0.2,0.2,0.1,0.5,0.2,0.1,Shariatpur
450,Damudya,109003,1.5,0.2,0.3,0.1,0.5,0.2,0.1,Shariatpur
451,Gosairhat,157665,1.2,0.2,0.3,0.1,0.5,0.1,0.1,Shariatpur
452,Naria,231644,1.4,0.2,0.2,0.1,0.6,0.2,0.1,Shariatpur
453,Shariatpur Sadar,210259,1.3,0.2,0.3,0.1,0.5,0.2,0.1,Shariatpur
454,Zanjira,194019,1.3,0.2,0.3,0.1,0.4,0.2,0.1,Shariatpur
455,Total,1155824,1.3,0.2,0.3,0.1,0.5,0.2,0.1,Shariatpur
456,Jhenaigati,160452,1.4,0.2,0.2,0.2,0.5,0.2,0.1,Sherpur
457,Nakla,189685,1.8,0.2,0.4,0.2,0.7,0.2,0.1,Sherpur
458,Nalitabari,251361,1.4,0.2,0.3,0.2,0.5,0.2,0.1,Sherpur
459,Sherpur Sadar,497179,1.8,0.2,0.4,0.2,0.7,0.2,0.1,Sherpur
460,Sreebardi,259648,1.3,0.2,0.3,0.1,0.5,0.2,0.1,Sherpur
461,Total,1358325,1.6,0.2,0.3,0.2,0.6,0.2,0.1,Sherpur
462,Belkuchi,352835,1.2,0.2,0.3,0.1,0.5,0.1,0.1,Sirajganj
463,Chauhali,160063,1.8,0.2,0.5,0.2,0.8,0.1,0.1,Sirajganj
464,Kamarkhanda,138645,2,0.2,0.4,0.2,0.8,0.3,0.1,Sirajganj
465,Kazipur,274679,2.2,0.3,0.5,0.2,0.8,0.2,0.1,Sirajganj
466,Royganj,317666,1.4,0.2,0.4,0.1,0.5,0.2,0.1,Sirajganj
467,Shahjadpur,561076,1.5,0.2,0.4,0.1,0.5,0.2,0.1,Sirajganj
468,Sirajganj Sadar,555155,1.9,0.2,0.5,0.2,0.7,0.2,0.1,Sirajganj
469,Tarash,197214,1.3,0.2,0.2,0.1,0.6,0.2,0.1,Sirajganj
470,Ullahpara,540156,1.3,0.2,0.3,0.1,0.5,0.2,0.1,Sirajganj
471,Total,3097489,1.6,0.2,0.4,0.1,0.6,0.2,0.1,Sirajganj
472,Bishwamvarpur,,,0.2,0.2,0.3,0.4,0.1,0.1,Sunamganj
473,Chhatak,,,0.2,0.1,0.4,0.5,0.2,0.1,Sunamganj
474,Dakshin Sunamganj,,,0.2,0.1,0.4,0.6,0.2,0.1,Sunamganj
475,Derai,,,0.2,0.2,0.5,0.6,0.2,0.1,Sunamganj
476,Dharmapasha,,,0.2,0.1,0.3,0.5,0.2,0.1,Sunamganj
477,Doarabazar,,,0.2,0.1,0.3,0.4,0.1,0.1,Sunamganj
478,Jagannathpur,,,0.2,0.2,0.4,0.6,0.2,0.1,Sunamganj
479,Jamalganj,,,0.3,0.3,0.5,0.7,0.2,0.1,Sunamganj
480,Shalla,,,0.2,0.2,0.5,0.5,0.1,0.1,Sunamganj
481,Sunamganj Sadar,,,0.2,0.2,0.4,0.5,0.2,0.1,Sunamganj
482,Tahirpur,,,0.2,0.1,0.3,0.4,0.2,0.1,Sunamganj
483,Total,,,0.2,0.2,0.4,0.5,0.2,0.1,Sunamganj
484,Basail,159877,1.4,0.2,0.3,0.1,0.5,0.2,0.1,Tangail
485,Bhuapur,189913,1.1,0.2,0.3,0.1,0.6,0.2,0,Tangail
486,Delduar,207278,1.7,0.2,0.4,0.2,0.6,0.2,0.1,Tangail
487,Dhanbari,176068,1.5,0.2,0.3,0.2,0.6,0.2,0.1,Tangail
488,Ghatail,417939,1.3,0.2,0.3,0.1,0.5,0.2,0.1,Tangail
489,Gopalpur,252331,1.5,0.2,0.3,0.1,0.6,0.2,0.1,Tangail
490,Kalihati,410293,1.4,0.2,0.3,0.1,0.5,0.2,0.1,Tangail
491,Madhupur,231857,1.7,0.2,0.3,0.2,0.6,0.3,0.1,Tangail
492,Mirzapur,407781,1.2,0.2,0.3,0.1,0.5,0.2,0.1,Tangail
493,Nagorpur,288092,1.5,0.2,0.3,0.1,0.6,0.2,0.1,Tangail
494,Sahipur,277685,1.5,0.2,0.3,0.2,0.6,0.2,0.1,Tangail
495,Tangail Sadar,521104,1.5,0.2,0.3,0.1,0.6,0.2,0.1,Tangail
496,Total,3605083,1.4,0.2,0.3,0.1,0.5,0.2,0.1,Tangail
497,Baliadangi,195049,1.3,0.2,0.2,0.1,0.5,0.2,0.1,Thakurgaon
498,Haripur,147947,1.8,0.2,0.3,0.2,0.7,0.2,0.7,Thakurgaon
499,Pirgonj,243535,2,0.3,0.6,0.2,0.7,0.2,0.1,Thakurgaon
500,Ranisankail,222284,1.6,0.2,0.3,0.2,0.7,0.2,0.1,Thakurgaon
501,Thakurgaon Sadar,581227,1.4,0.2,0.3,0.2,0.6,0.2,0.1,Thakurgaon
502,Total,1390042,1.6,0.2,0.3,0.2,0.6,0.2,0.1,Thakurgaon
